Date,Price,PE,Forward_PE,Source,EPS,Forward_EPS,Band_15x,Band_20x,Band_25x,Band_30x,Band_35x,Band_40x,Band_fwd_15x,Band_fwd_20x,Band_fwd_25x,Band_fwd_30x,Band_fwd_35x,Band_fwd_40x,SD_minus_2,SD_minus_1,SD_mean,SD_plus_1,SD_plus_2,SD_fwd_minus_2,SD_fwd_minus_1,SD_fwd_mean,SD_fwd_plus_1,SD_fwd_plus_2
2021-09-13,3421.159912109375,23.85938749890899,15.588469538795776,YFINANCE,143.3884215286672,219.4673379317302,2150.8263229300082,2867.768430573344,3584.71053821668,4301.6526458600165,5018.594753503352,5735.536861146688,3292.0100689759533,4389.346758634604,5486.683448293255,6584.020137951907,7681.356827610557,8778.693517269208,1339.557374442011,2710.889852617593,4082.222330793174,5453.554808968755,6824.887287144336,2592.815605818309,3659.082282908331,4725.348959998352,5791.615637088375,6857.882314178396
2021-09-20,3453.919921875,24.024209920350906,15.653339434526176,YFINANCE,143.7683042783099,220.6506756160143,2156.5245641746483,2875.366085566198,3594.2076069577474,4313.049128349297,5031.890649740846,5750.732171132396,3309.7601342402145,4413.013512320286,5516.266890400358,6619.520268480429,7722.7736465605,8826.027024640573,1343.1062993362393,2718.071885031451,4093.037470726662,5468.003056421873,6842.9686421170845,2606.79571075638,3678.81155103573,4750.82739131508,5822.84323159443,6894.8590718737805
2021-09-27,3261.179931640625,22.80031764068847,14.977238150291376,YFINANCE,143.03221485918525,217.74241011031665,2145.4832228877785,2860.644297183705,3575.805371479631,4290.966445775557,5006.127520071484,5721.28859436741,3266.13615165475,4354.848202206333,5443.560252757917,6532.2723033095,7620.984353861083,8709.696404412665,1336.229635243525,2704.155438252481,4072.0812412614364,5440.007044270392,6807.932847279348,2572.437084729843,3630.323320913752,4688.209557097661,5746.09579328157,6803.982029465478
2021-10-04,3246.27001953125,21.73922698829741,15.118570436506662,YFINANCE,149.32775766492395,214.72069949765316,2239.9163649738593,2986.555153298479,3733.193941623099,4479.832729947719,5226.4715182723385,5973.110306596958,3220.8104924647973,4294.413989953063,5368.017487441329,6441.620984929595,7515.224482417861,8588.827979906126,1395.0435945690804,2823.178459266662,4251.313323964242,5679.448188661823,7107.5830533594035,2536.7382034903126,3579.9436704788773,4623.1491374674415,5666.354604456006,6709.560071444571
2021-10-11,3314.409912109375,21.99638225676412,15.230690696838716,YFINANCE,150.67977422015198,217.61389408277554,2260.1966133022797,3013.59548440304,3766.9943555037994,4520.3932266045595,5273.792097705319,6027.19096880608,3264.2084112416333,4352.277881655511,5440.347352069389,6528.4168224832665,7616.486292897144,8704.555763311022,1407.6743476495258,2848.7395744603728,4289.80480127122,5730.870028082066,7171.935254892913,2570.9187797057484,3628.180629778583,4685.442479851417,5742.704329924251,6799.966179997086
2021-10-18,3370.280029296875,22.09233227881013,15.304206909863783,YFINANCE,152.55428837314204,220.2191886941022,2288.314325597131,3051.085767462841,3813.857209328551,4576.628651194262,5339.400093059971,6102.171534925682,3303.287830411533,4404.383773882044,5505.479717352555,6606.575660823066,7707.671604293577,8808.767547764088,1425.1863561531673,2884.1789868045057,4343.171617455844,5802.164248107182,7261.15687875852,2601.6980682762573,3671.6175595919267,4741.537050907596,5811.4565422232645,6881.376033538933
2021-10-25,3451.27001953125,22.078465781567992,15.714911601202564,YFINANCE,156.3183807097915,219.6175267869242,2344.7757106468725,3126.3676141958304,3907.9595177447877,4689.551421293745,5471.143324842703,6252.735228391661,3294.262901803863,4392.350535738484,5490.438169673105,6588.525803607726,7686.613437542347,8784.701071476968,1460.351103724026,2955.342610833233,4450.33411794244,5945.325625051646,7440.317132160852,2594.589956440305,3661.586315555328,4728.582674670351,5795.579033785374,6862.575392900397
2021-11-01,3756.550048828125,23.43075435099806,16.63375786840847,YFINANCE,160.3256127632148,225.83892819329313,2404.884191448222,3206.512255264296,4008.14031908037,4809.768382896444,5611.396446712518,6413.024510528592,3387.583922899397,4516.778563865862,5645.9732048323285,6775.167845798794,7904.36248676526,9033.557127731725,1497.7873010894482,3031.1030146015196,4564.41872811359,6097.734441625661,7631.050155137732,2668.0903998708036,3765.3130016100286,4862.5356033492535,5959.7582050884785,7056.980806827703
2021-11-08,3794.5,23.362530888302462,16.64689175645082,YFINANCE,162.4181908262299,227.94045011613636,2436.2728623934486,3248.363816524598,4060.454770655748,4872.545724786897,5684.6366789180465,6496.727633049196,3419.1067517420456,4558.809002322727,5698.511252903409,6838.213503484091,7977.915754064773,9117.618004645454,1517.336497224138,3070.665125519267,4623.993753814396,6177.322382109524,7730.651010404653,2692.918052535968,3800.3507512245574,4907.783449913147,6015.216148601736,7122.648847290325
2021-11-15,3912.02001953125,23.96002018960082,17.03960560558649,YFINANCE,163.2728181601931,229.5839534131401,2449.0922724028965,3265.456363203862,4081.8204540048278,4898.184544805793,5714.548635606759,6530.912726407724,3443.7593011971016,4591.6790682628025,5739.598835328503,6887.518602394203,8035.438369459904,9183.358136525605,1525.3205613166576,3086.822640489521,4648.324719662383,6209.826798835245,7771.3288780081075,2712.3346137283706,3827.752157978935,4943.169702229499,6058.587246480064,7174.004790730628
2021-11-22,3757.1298828125,22.98623554872861,16.68747060393758,YFINANCE,163.45129131073878,225.14675662865088,2451.769369661082,3269.0258262147754,4086.2822827684695,4903.538739322164,5720.795195875858,6538.051652429551,3377.201349429763,4502.935132573018,5628.668915716272,6754.402698859526,7880.136482002781,9005.870265146035,1526.9878857937986,3090.1968393796465,4653.405792965494,6216.614746551341,7779.823700137189,2659.912995198103,3753.77272991045,4847.632464622797,5941.492199335144,7035.35193404749
2021-11-29,3804.5400390625,23.196521391361483,16.770469426230797,YFINANCE,164.01338695893136,226.85948391592396,2460.2008043839705,3280.2677391786274,4100.334673973284,4920.401608767941,5740.468543562598,6560.535478357255,3402.8922587388593,4537.189678318479,5671.487097898099,6805.7845174777185,7940.081937057339,9074.379356636959,1532.2390724841243,3100.823774055688,4669.4084756272505,6237.993177198813,7806.577878770376,2680.1473775932363,3782.328277771809,4884.509177950382,5986.690078128955,7088.870978307528
2021-12-06,3914.669921875,24.10529469552779,17.300575403226528,YFINANCE,162.39875808700575,226.27397243359437,2435.981371305086,3247.975161740115,4059.968952175144,4871.962742610172,5683.9565330452015,6495.95032348023,3394.1095865039156,4525.479448671887,5656.849310839859,6788.219173007831,7919.589035175803,9050.958897343775,1517.154953492393,3070.297731729659,4623.440509966924,6176.58328820419,7729.726066441455,2673.2300689719314,3772.5663026568695,4871.902536341808,5971.238770026745,7070.575003711684
2021-12-13,3761.0400390625,23.27401819719629,16.74697204621333,YFINANCE,161.59822542011995,224.5803019604915,2423.9733813017992,3231.9645084023987,4039.9556355029986,4847.9467626035985,5655.937889704198,6463.929016804797,3368.704529407373,4491.60603920983,5614.507549012288,6737.409058814746,7860.310568617203,8983.21207841966,1509.6762503587915,3055.162926142056,4600.64960192532,6146.136277708584,7691.622953491848,2653.220826251993,3744.3284806665038,4835.436135081015,5926.543789495526,7017.6514439100365
2021-12-20,3932.389892578125,24.50661097714337,17.448150043830015,YFINANCE,160.46241139771448,225.37574944621076,2406.9361709657173,3209.2482279542896,4011.560284942862,4813.872341931435,5616.184398920007,6418.496455908579,3380.6362416931615,4507.514988924215,5634.393736155269,6761.272483386323,7888.151230617376,9015.02997784843,1499.065295628366,3033.6893184757346,4568.313341323103,6102.937364170471,7637.561387017839,2662.6183460561624,3757.5906263206543,4852.562906585146,5947.535186849638,7042.50746711413
2021-12-27,3946.169921875,23.803655351798223,18.083865732412526,YFINANCE,165.77999738081783,218.21495360928841,2486.6999607122675,3315.5999476163565,4144.499934520446,4973.399921424535,5802.299908328624,6631.199895232713,3273.2243041393263,4364.299072185769,5455.373840232211,6546.4486082786525,7637.523376325094,8728.598144371537,1548.7430272189283,3134.223167222611,4719.703307226293,6305.183447229975,7890.663587233657,2578.0197749383656,3638.2018305876104,4698.383886236855,5758.5659418861,6818.747997535344
2022-01-03,3796.320068359375,23.270800566444045,19.09685339191944,YFINANCE,163.13663371915018,198.7929629268523,2447.0495057872527,3262.7326743830035,4078.4158429787544,4894.099011574505,5709.782180170257,6525.465348766007,2981.8944439027846,3975.859258537046,4969.824073171308,5963.788887805569,6957.753702439831,7951.718517074092,1524.0483046704205,3084.24794850692,4644.447592343418,6204.647236179917,7764.8468800164155,2348.565857047664,3314.3875324116357,4280.209207775608,5246.03088313958,6211.852558503552
2022-01-10,3900.610107421875,24.017756381746004,19.537763744855148,YFINANCE,162.4052657302503,199.64465526148135,2436.0789859537545,3248.1053146050062,4060.1316432562576,4872.157971907509,5684.184300558761,6496.2106292100125,2994.6698289222204,3992.893105229627,4991.116381537034,5989.339657844441,6987.562934151847,7985.786210459254,1517.2157489276558,3070.4207647043445,4623.625780481033,6176.830796257721,7730.035812034409,2358.6278607945214,3328.587423664244,4298.546986533966,5268.506549403688,6238.4661122734105
2022-01-17,3434.7900390625,21.015672304983248,17.417028696026293,YFINANCE,163.43945552710397,197.2087259548553,2451.59183290656,3268.7891105420795,4085.986388177599,4903.18366581312,5720.380943448639,6537.578221084159,2958.1308893228297,3944.174519097106,4930.218148871383,5916.261778645659,6902.305408419936,7888.349038194212,1526.8773140259998,3089.9730730154497,4653.068832004899,6216.164590994349,7779.260349983799,2329.8494759085897,3287.9742469961734,4246.099018083756,5204.223789171339,6162.3485602589235
2022-01-24,3303.39990234375,20.21811049603763,16.931534982083697,YFINANCE,163.3881614699432,195.10339173850932,2450.8224220491484,3267.7632293988645,4084.70403674858,4901.644844098297,5718.585651448013,6535.526458797729,2926.5508760776397,3902.0678347701864,4877.584793462733,5853.101752155279,6828.618710847826,7804.135669540373,1526.3981168090822,3089.003311736441,4651.6085066638,6214.213701591158,7776.818896518516,2304.976784313346,3252.872936690816,4200.769089068286,5148.665241445757,6096.561393823227
2022-01-31,3453.070068359375,20.70953178834413,17.99400175728183,YFINANCE,166.7382007304894,191.90117434338825,2501.073010957341,3334.7640146097883,4168.455018262235,5002.146021914682,5835.83702556713,6669.528029219577,2878.5176151508235,3838.023486867765,4797.529358584707,5757.035230301647,6716.541102018588,7676.04697373553,1557.6947148767144,3152.338881934273,4746.983048991831,6341.627216049389,7936.271383106948,2267.145372525431,3199.4837761581757,4131.822179790921,5064.160583423666,5996.49898705641
2022-02-07,3365.25,20.37298171618073,18.237302826531774,YFINANCE,165.1820065850859,184.5256413192968,2477.7300987762883,3303.640131701718,4129.550164627148,4955.460197552577,5781.370230478006,6607.280263403436,2767.884619789452,3690.512826385936,4613.14103298242,5535.769239578904,6458.397446175388,7381.025652771872,1543.1565023675407,3122.9176018022936,4702.678701237046,6282.439800671798,7862.200900106551,2180.0098684166537,3076.514761862967,3973.0196553092806,4869.524548755594,5766.029442201907
2022-02-14,3384.300048828125,20.35379172976901,18.1235679503488,YFINANCE,166.27368962797834,186.73475653909483,2494.105344419675,3325.473792559567,4156.842240699459,4988.21068883935,5819.579136979242,6650.947585119134,2801.0213480864227,3734.6951307818968,4668.36891347737,5602.042696172845,6535.716478868319,7469.3902615637935,1553.355178488454,3143.5568727538894,4733.758567019325,6323.960261284759,7914.161955550195,2206.1086422520793,3113.3463671389222,4020.584092025765,4927.8218169126085,5835.059541799451
2022-02-21,3452.669921875,20.41266525665276,18.323896583436763,YFINANCE,169.14351352279823,188.42443833676285,2537.152702841973,3382.8702704559646,4228.587838069956,5074.305405683946,5920.022973297938,6765.740540911929,2826.366575051443,3768.488766735257,4710.610958419071,5652.733150102886,6594.8553417867,7536.977533470514,1580.1655284502692,3197.813530246359,4815.461532042448,6433.109533838538,8050.757535634626,2226.070762242907,3141.517687700176,4056.9646131574445,4972.411538614713,5887.858464071982
2022-02-28,3258.919921875,19.294424501652887,17.483382892597287,YFINANCE,168.90474870581497,186.40099241062055,2533.5712305872244,3378.0949741162995,4222.618717645374,5067.142461174449,5911.666204703524,6756.189948232599,2796.0148861593084,3728.019848212411,4660.024810265513,5592.029772318617,6524.034734371719,7456.039696424822,1577.934949663381,3193.2994620069467,4808.663974350512,6424.0284866940765,8039.392999037642,2202.165509532988,3107.781664797882,4013.3978200627757,4919.01397532767,5824.630130592564
2022-03-07,3144.14990234375,18.26090415125934,16.74588345466094,YFINANCE,172.1793114021092,187.75658572188544,2582.6896710316378,3443.586228042184,4304.48278505273,5165.3793420632755,6026.275899073822,6887.172456084368,2816.3487858282815,3755.131714437709,4693.914643047136,5632.697571656563,6571.4805002659905,7510.263428875418,1608.526433697653,3255.208078410604,4901.889723123554,6548.571367836504,8195.253012549454,2218.1806647980684,3130.382875141179,4042.585085484289,4954.787295827399,5866.989506170509
2022-03-14,3432.300048828125,19.893080713471583,17.752662975361872,YFINANCE,172.53738112587928,193.34001065595967,2588.0607168881893,3450.7476225175856,4313.434528146982,5176.121433776379,6038.808339405775,6901.495245035171,2900.100159839395,3866.8002131191934,4833.500266398992,5800.20031967879,6766.900372958588,7733.600426238387,1611.8715778447674,3261.977715528785,4912.083853212802,6562.189990896819,8212.296128580836,2284.1439714085764,3223.4728604062066,4162.801749403836,5102.130638401466,6041.459527399095
2022-03-21,3525.340087890625,20.3267590416147,18.151189078577072,YFINANCE,173.4334568867198,194.22088947612832,2601.501853300797,3468.669137734396,4335.836422167995,5203.003706601594,6070.170991035193,6937.338275468792,2913.3133421419247,3884.4177895225666,4855.522236903208,5826.6266842838495,6797.731131664491,7768.835579045133,1620.2428597146406,3278.9188510914882,4937.594842468335,6596.270833845182,8254.946825222029,2294.5507880824935,3238.1593650799496,4181.767942077405,5125.376519074861,6068.985096072317
2022-03-28,3366.639892578125,19.51165240142269,17.508861947425576,YFINANCE,172.54509373755792,192.28205137988084,2588.1764060633686,3450.901874751158,4313.627343438948,5176.352812126737,6039.078280814527,6901.803749502316,2884.230770698213,3845.641027597617,4807.051284497021,5768.461541396426,6729.87179829583,7691.282055195234,1611.943630286242,3262.123529538828,4912.303428791413,6562.483328043998,8212.663227296583,2271.6451032526656,3205.8339712684397,4140.022839284214,5074.211707299987,6008.400575315762
2022-04-04,3120.159912109375,17.79304059983746,17.26438280974187,YFINANCE,175.35844391530685,180.7281468729218,2630.3766587296027,3507.1688783061372,4383.961097882671,5260.753317459205,6137.5455370357395,7014.3377566122745,2710.922203093827,3614.562937458436,4518.203671823045,5421.844406187654,6325.485140552263,7229.125874916872,1638.2263938267968,3315.312499522675,4992.398605218553,6669.48471091443,8346.570816610307,2135.145776309097,3013.2008091849793,3891.2558420608616,4769.310874936744,5647.365907812626
