Instrument,Date,Price,PE,Y1_PE,Y2_PE,Forward_PE,EPS,Forward_EPS,Band_15x,Band_20x,Band_25x,Band_30x,Band_35x,Band_40x,Band_fwd_15x,Band_fwd_20x,Band_fwd_25x,Band_fwd_30x,Band_fwd_35x,Band_fwd_40x,SD_minus_2,SD_minus_1,SD_mean,SD_plus_1,SD_plus_2,SD_fwd_minus_2,SD_fwd_minus_1,SD_fwd_mean,SD_fwd_plus_1,SD_fwd_plus_2
.IXIC,2006-09-01,2193.16,22.163,21.24394,18.19286,19.204313917808214,98.9559175201913,114.20142418971169,1484.3387628028695,1979.118350403826,2473.8979380047826,2968.677525605739,3463.457113206696,3958.236700807652,1713.0213628456754,2284.0284837942336,2855.035604742792,3426.042725691351,3997.049846639909,4568.056967588467,1222.4641563397035,1758.6020591476972,2294.7399619556913,2830.877864763685,3367.0157675716787,1344.1060102373733,1808.9563758238269,2273.80674141028,2738.6571069967335,3203.5074725831873
.IXIC,2006-09-08,2165.79,21.95443,21.01438,17.96,18.913970739726025,98.64933865283682,114.5074204567249,1479.7400797925523,1972.9867730567364,2466.2334663209203,2959.4801595851045,3452.7268528492887,3945.973546113473,1717.6113068508735,2290.1484091344983,2862.6855114181226,3435.222613701747,4007.7597159853717,4580.2968182689965,1218.6767964139506,1753.1536712095958,2287.6305460052413,2822.1074208008868,3356.584295596532,1347.707466388388,1813.8033722787247,2279.8992781690617,2745.995184059399,3212.0910899497358
.IXIC,2006-09-15,2235.59,22.70746,21.70597,18.57287,19.491340410958905,98.4517863292504,114.69657565177258,1476.776794938756,1969.035726585008,2461.2946582312597,2953.553589877512,3445.8125215237637,3938.071453170016,1720.4486347765887,2293.9315130354516,2867.4143912943146,3440.8972695531775,4014.3801478120404,4587.863026070903,1216.236309370447,1749.64285617443,2283.0494029784136,2816.455949782397,3349.86249658638,1349.9337489092507,1816.7996002025839,2283.6654514959173,2750.5313027892503,3217.3971540825837
.IXIC,2006-09-22,2218.93,22.53681,21.63394,18.4433,19.31744794520548,98.45803376786688,114.86662245934666,1476.8705065180031,1969.1606753573376,2461.450844196672,2953.7410130360063,3446.0311818753407,3938.321350714675,1722.9993368901999,2297.332449186933,2871.6655614836664,3445.9986737803997,4020.331786077133,4594.664898373866,1216.3134878754722,1749.753882969903,2283.1942780643344,2816.6346731587655,3350.0750682531966,1351.935133197614,1819.4931502956076,2287.051167393601,2754.6091844915945,3222.167201589588
.IXIC,2006-09-29,2258.43,22.98044,22.0402,18.80142,19.626643397260278,98.27618618268404,115.06959974191301,1474.1427927402606,1965.523723653681,2456.9046545671013,2948.285585480521,3439.6665163939415,3931.047447307362,1726.0439961286952,2301.39199483826,2876.739993547825,3452.0879922573904,4027.435990966955,4602.78398967652,1214.0670112586736,1746.522165799595,2278.977320340517,2811.432474881439,3343.8876294223605,1354.3240962720663,1822.7083207897674,2291.0925453074683,2759.4767698251694,3227.8609943428705
.IXIC,2006-10-06,2299.99,23.27735,22.42283,19.18631,19.948887315068493,98.80806878789896,115.2941496773452,1482.1210318184844,1976.1613757579792,2470.201719697474,2964.242063636969,3458.282407576464,3952.3227515159583,1729.4122451601781,2305.882993546904,2882.35374193363,3458.8244903203563,4035.2952387070823,4611.765987093808,1220.6376887537629,1755.9745549865777,2291.311421219393,2826.6482874522085,3361.9851536850233,1356.9669610170054,1826.2652032040892,2295.563445391173,2764.861687578257,3234.1599297653406
.IXIC,2006-10-13,2357.29,23.72912,22.97049,19.6343,20.356379479452052,99.34165278779827,115.80104420727045,1490.124791816974,1986.8330557559652,2483.5413196949567,2980.249583633948,3476.9578475729395,3973.6661115119305,1737.0156631090567,2316.020884145409,2895.026105181761,3474.0313262181135,4053.036547254466,4632.041768290818,1227.2293846383486,1765.4571806290485,2303.684976619749,2841.912772610449,3380.1405686011485,1362.932910995853,1834.2944383759313,2305.6559657560097,2777.017493136088,3248.3790205161667
.IXIC,2006-10-20,2342.3,23.67068,22.59515,19.4823,20.09634164383561,98.95364222743073,116.5535519604625,1484.304633411461,1979.0728445486147,2473.8410556857684,2968.609266822922,3463.377477960076,3958.1456890972295,1748.3032794069375,2331.07103920925,2913.8387990115625,3496.606558813875,4079.3743186161873,4662.1420784185,1222.4360482293987,1758.56162362212,2294.6871990148416,2830.812774407563,3366.9383498002844,1371.7896323633154,1846.214199514219,2320.6387666651226,2795.063333816026,3269.48790096693
.IXIC,2006-10-27,2350.62,23.28801,22.62587,19.57182,20.11569191780822,100.93691989998287,116.85504081115,1514.053798499743,2018.7383979996573,2523.422997499572,3028.107596999486,3532.7921964994002,4037.4767959993146,1752.82561216725,2337.100816223,2921.3760202787503,3505.6512243345,4089.9264283902503,4674.201632446,1246.9367140563727,1793.8075824916355,2340.6784509268987,2887.549319362162,3434.4201877974247,1375.338037990512,1850.9897982649402,2326.6415585393684,2802.2933188137963,3277.9450790882247
.IXIC,2006-11-03,2330.79,23.02412,22.36456,19.34269,19.82287756164384,101.23253353439785,117.58080998845236,1518.4880030159677,2024.6506706879568,2530.813338359946,3036.9760060319354,3543.1386737039247,4049.3013413759136,1763.7121498267854,2351.616199769047,2939.520249711309,3527.424299653571,4115.328349595832,4703.232399538094,1250.5886136218928,1799.061101020108,2347.5335884183237,2896.006075816539,3444.478563214754,1383.8800567978835,1862.48601899925,2341.091981200617,2819.6979434019836,3298.3039056033504
.IXIC,2006-11-10,2389.72,23.59569,22.92717,19.88412,20.309313287671237,101.27781811000229,117.66621382765702,1519.1672716500343,2025.5563622000457,2531.945452750057,3038.3345433000686,3544.72363385008,4051.1127244000913,1764.9932074148553,2353.3242765531404,2941.6553456914253,3529.9864148297106,4118.317483967996,4706.648553106281,1251.148042223019,1799.8658790455288,2348.583715868039,2897.3015526905488,3446.0193895130587,1384.885226517848,1863.838820162154,2342.7924138064595,2821.746007450766,3300.6996010950716
.IXIC,2006-11-17,2445.86,24.24103,23.45154,20.36434,20.736495616438354,100.89752786907158,117.94953425308294,1513.4629180360737,2017.9505573814317,2522.4381967267896,3026.9258360721474,3531.413475417505,4035.9011147628635,1769.2430137962442,2358.990685061659,2948.7383563270737,3538.4860275924884,4128.233698857903,4717.981370123318,1246.4500797343308,1793.1075242393288,2339.7649687443272,2886.4224132493255,3433.0798577543233,1388.2197968994344,1868.326630131353,2348.433463363272,2828.5402965951907,3308.6471298271094
.IXIC,2006-11-24,2460.26,23.72427,23.58488,20.44408,20.762462465753423,103.70224247152811,118.49557845357063,1555.5336370729217,2074.044849430562,2592.556061788203,3111.0672741458434,3629.578486503484,4148.089698861124,1777.4336768035594,2369.9115690714125,2962.389461339266,3554.8673536071187,4147.345245874972,4739.823138142825,1281.0984681903933,1842.9517073746651,2404.8049465589374,2966.6581857432097,3528.5114249274816,1394.646523159096,1876.9759980789274,2359.305472998759,2841.6349479185906,3323.9644228384223
.IXIC,2006-12-01,2413.21,23.37392,23.14793,20.07736,20.32973561643836,103.24370067151767,118.70346203856728,1548.655510072765,2064.8740134303534,2581.092516787942,3097.31102014553,3613.5295235031185,4129.748026860707,1780.5519305785092,2374.0692407713454,2967.586550964182,3561.1038611570184,4154.621171349855,4748.138481542691,1275.4338153960632,1834.8026994738582,2394.1715835516534,2953.540467629449,3512.909351707244,1397.0932314905044,1880.2688846534777,2363.4445378164505,2846.620190979424,3329.795844142397
.IXIC,2006-12-08,2437.36,23.68865,23.37217,20.28034,20.47516764383561,102.89146912128805,119.03980677461304,1543.3720368193208,2057.829382425761,2572.286728032201,3086.7440736386416,3601.201419245082,4115.658764851522,1785.5971016191957,2380.796135492261,2975.995169365326,3571.1942032383913,4166.393237111456,4761.592270984522,1271.0824794105238,1828.5429916660437,2386.003503921564,2943.464016177084,3500.924528432604,1401.051877229281,1885.5966024035997,2370.1413275779187,2854.6860527522376,3339.230777926556
.IXIC,2006-12-15,2457.2,24.07948,23.53297,20.43625,20.571996630136987,102.04539300682572,119.44392390188904,1530.6808951023859,2040.9078601365145,2551.134825170643,3061.3617902047718,3571.5887552389004,4081.815720273029,1791.6588585283355,2388.878478037781,2986.0980975472257,3583.317717056671,4180.537336566116,4777.756956075562,1260.6303735700183,1813.506890396147,2366.3834072222758,2919.259924048405,3472.1364408745335,1405.8081774546547,1891.9978382826823,2378.18749911071,2864.377159938738,3350.566820766766
.IXIC,2006-12-22,2401.18,23.51131,23.07276,19.98415,20.060307506849316,102.12872017765066,119.69806540503679,1531.93080266476,2042.5744035530133,2553.2180044412667,3063.86160532952,3574.5052062177733,4085.1488071060267,1795.470981075552,2393.9613081007356,2992.4516351259194,3590.941962151104,4189.432289176288,4787.922616201471,1261.6597660726134,1814.987745082435,2368.315724092257,2921.6437031020787,3474.9716821119005,1408.7993233554641,1896.0234526368158,2383.2475819181673,2870.471711199519,3357.6958404808706
.IXIC,2006-12-29,2415.29,23.61129,23.31405,20.07312,20.090878520547943,102.29386026769397,120.218237222915,1534.4079040154095,2045.8772053538794,2557.3465066923495,3068.815808030819,3580.285109369289,4091.754410707759,1803.273558343725,2404.3647444583,3005.455930572875,3606.54711668745,4207.638302802025,4808.7294889166,1263.6998445834458,1817.9225438259132,2372.1452430683808,2926.367942310849,3480.590641553316,1414.921541810505,1904.2630007260893,2393.6044596416737,2882.945918557258,3372.2873774728423
.IXIC,2007-01-05,2434.25,23.8751,20.28135,,20.28135,101.95768813533765,120.02406151464277,1529.3653220300648,2039.153762706753,2548.942203383441,3058.7306440601296,3568.5190847368176,4078.307525413506,1800.3609227196416,2400.4812302928553,3000.601537866069,3600.7218454392832,4200.842153012497,4800.962460585711,1259.5469006012727,1811.9482370941375,2364.349573587003,2916.750910079868,3469.152246572733,1412.6361698163935,1901.1872476170417,2389.7383254176902,2878.2894032183385,3366.840481018987
.IXIC,2007-01-12,2502.82,23.78687,20.82311,,20.82311,105.21855124276544,120.1943417673921,1578.2782686414816,2104.371024855309,2630.463781069136,3156.5565372829633,3682.6492934967905,4208.742049710618,1802.9151265108815,2403.886835347842,3004.8585441848027,3605.830253021763,4206.801961858723,4807.773670695684,1299.8303759856287,1869.898895518897,2439.967415052166,3010.035934585435,3580.1044541187034,1414.6403016629886,1903.8844954935316,2393.1286893240745,2882.3728831546173,3371.61707698516
.IXIC,2007-01-19,2451.31,23.23138,20.39246,,20.39246,105.51719269367553,120.20668423525166,1582.757890405133,2110.3438538735104,2637.9298173418883,3165.515780810266,3693.1017442786433,4220.687707747021,1803.1002635287748,2404.1336847050334,3005.1671058812913,3606.2005270575496,4207.233948233808,4808.267369410067,1303.5196800564072,1875.2062231015066,2446.8927661466064,3018.5793091917058,3590.265852236805,1414.7855676730135,1904.08000081307,2393.3744339531263,2882.6688670931826,3371.9633002332394
