Instrument,Date,Price,PE,Y1_PE,Y2_PE,Forward_PE,Source,EPS,Forward_EPS,Band_15x,Band_20x,Band_25x,Band_30x,Band_35x,Band_40x,Band_fwd_15x,Band_fwd_20x,Band_fwd_25x,Band_fwd_30x,Band_fwd_35x,Band_fwd_40x,SD_minus_2,SD_minus_1,SD_mean,SD_plus_1,SD_plus_2,SD_fwd_minus_2,SD_fwd_minus_1,SD_fwd_mean,SD_fwd_plus_1,SD_fwd_plus_2
.SOX,2011-12-16,352.86,12.126097777777778,11.79184,12.29283,12.272241369863014,LSEG,29.099221073959125,28.752693934664578,436.48831610938686,581.9844214791825,727.4805268489781,872.9766322187737,1018.4727375885694,1163.968842958365,431.29040901996865,575.0538786932916,718.8173483666144,862.5808180399373,1006.3442877132602,1150.1077573865832,209.55865371355003,455.5783573322062,701.5980609508623,947.6177645695184,1193.6374681881746,253.1353412125767,387.2463203123407,521.3572994121047,655.4682785118687,789.5792576116327
.SOX,2011-12-23,368.6,12.101573333333334,11.93134,12.69235,12.675670328767122,LSEG,30.458849427842992,29.07932996359738,456.88274141764487,609.1769885568599,761.4712356960748,913.7654828352897,1066.0597299745048,1218.3539771137198,436.1899494539607,581.5865992719476,726.9832490899345,872.3798989079214,1017.7765487259084,1163.1731985438953,219.3500459527619,476.864743331006,734.3794407092502,991.8941380874941,1249.4088354657383,256.01100645716593,391.64551158718564,527.2800167172054,662.914521847225,798.5490269772448
.SOX,2011-12-30,364.44,12.07704888888889,11.82109,12.60314,12.600997397260272,LSEG,30.17624614696158,28.921520139289694,452.6436922044237,603.5249229392316,754.4061536740395,905.2873844088474,1056.1686151436554,1207.0498458784632,433.82280208934543,578.4304027857938,723.0380034822423,867.6456041786909,1012.2532048751393,1156.8608055715877,217.31487247076313,472.44029711805007,727.565721765337,982.6911464126239,1237.816571059911,254.62166729424797,389.5201012200335,524.418535145819,659.3169690716045,794.21540299739
.SOX,2012-01-06,375.22,12.052524444444446,12.88051,,12.88051,LSEG,31.132067122498633,29.130834105171306,466.98100683747947,622.6413424499726,778.3016780624658,933.9620136749589,1089.6223492874522,1245.2826848999453,436.9625115775696,582.6166821034261,728.2708526292827,873.9250231551392,1019.5791936809957,1165.2333642068522,224.19823736618866,487.40466158787854,750.6110858095684,1013.8175100312582,1277.023934252948,256.46444287188245,392.3391783910917,528.2139139103009,664.0886494295102,799.9633849487194
.SOX,2012-01-13,383.47,12.028,13.15695,,13.15695,LSEG,31.881443298969074,29.14581266934966,478.2216494845361,637.6288659793815,797.0360824742269,956.4432989690722,1115.8505154639176,1275.257731958763,437.1871900402449,582.9162533869932,728.6453167337415,874.3743800804898,1020.1034434272381,1165.8325067739863,229.5948856911394,499.136919528137,768.6789533651346,1038.220987202132,1307.7630210391296,256.59631239210125,392.5409123181738,528.4855122442464,664.4301121703189,800.3747120963915
.SOX,2012-01-20,414.34,13.07823,14.1109,,14.1109,LSEG,31.681657227315927,29.363116456072962,475.2248584097389,633.6331445463186,792.0414306828982,950.4497168194778,1108.8580029560574,1267.2662890926372,440.4467468410944,587.2623291214593,734.077911401824,880.8934936821888,1027.7090759625537,1174.5246582429186,228.1561220864387,496.00906225284217,763.8620024192456,1031.714942585649,1299.5678827520526,258.5094294142482,395.4675977964025,532.4257661785567,669.383934560711,806.3421029428653
.SOX,2012-01-27,413.34,14.38917,14.2825,11.62126,14.086179016393444,LSEG,28.725770840152695,29.34365660971342,430.88656260229044,574.5154168030539,718.1442710038174,861.7731252045809,1005.4019794053443,1149.0308336061078,440.1548491457013,586.8731321942685,733.5914152428355,880.3096982914026,1027.0279813399698,1173.746264388537,206.86924398582642,449.7316082515198,692.5939725172132,935.4563367829064,1178.3187010486,258.3381072119057,395.20550917563884,532.072911139372,668.940313103105,805.8077150668382
.SOX,2012-02-03,427.99,14.96009,14.79553,12.28639,14.562440491803278,LSEG,28.608785107576228,29.389991343889207,429.1317766136434,572.1757021515245,715.2196276894057,858.2635532272868,1001.307478765168,1144.351404303049,440.8498701583381,587.7998268777842,734.7497835972301,881.6997403166762,1028.6496970361222,1175.5996537555684,206.02676876767163,447.9000757942408,689.77338282081,931.6466898473791,1173.5199968739485,258.74603277088926,395.8295534948597,532.9130742188302,669.9965949428006,807.0801156667709
.SOX,2012-02-10,420.15,14.22787,14.56891,12.05815,14.28765,LSEG,29.53007020727628,29.406515417160975,442.95105310914425,590.6014041455256,738.251755181907,885.9021062182885,1033.55245725467,1181.2028082910513,441.09773125741464,588.1303083432194,735.1628854290244,882.1954625148293,1029.228039600634,1176.2606166864389,212.66142282555188,462.32374546186617,711.9860680981805,961.6483907344947,1211.310713370809,258.89150877169027,396.05210260923496,533.2126964467797,670.3732902843244,807.533884121869
.SOX,2012-02-17,432.04,15.03694,14.86455,12.49919,14.554338852459017,LSEG,28.731909550746366,29.684618750442592,430.9786432611955,574.6381910149273,718.2977387686592,861.957286522391,1005.6168342761227,1149.2763820298546,445.26928125663886,593.6923750088519,742.1154687610648,890.5385625132777,1038.9616562654908,1187.3847500177037,206.91345203951545,449.827716105448,692.7419801713806,935.6562442373131,1178.5705083032458,261.3398978625547,399.7976470345546,538.2553962065543,676.7131453785543,815.1708945505541
.SOX,2012-02-24,423.79,14.90237,14.49796,12.29459,14.166852486338795,LSEG,28.43775855786697,29.914195860277644,426.56637836800456,568.7551711573394,710.9439639466743,853.1327567360091,995.3215495253439,1137.5103423146788,448.7129379041647,598.2839172055528,747.8548965069411,897.4258758083294,1046.9968551097174,1196.5678344111057,204.7951174662415,445.22247853558207,685.6498396049226,926.077200674263,1166.5045617436037,263.3610677802239,402.88963177913473,542.4181957780456,681.9467597769564,821.4753237758672
.SOX,2012-03-02,420.35,14.80182,14.27849,12.10083,13.909596775956285,LSEG,28.398534774777698,30.22014273818523,425.97802162166545,567.970695495554,709.9633693694425,851.9560432433309,993.9487171172194,1135.941390991108,453.30214107277845,604.4028547637047,755.5035684546308,906.6042821455569,1057.704995836483,1208.8057095274094,204.5126465658401,444.60838970403745,684.7041328422348,924.799875980432,1164.8956191186296,266.054588168541,407.01017794256484,547.9657677165887,688.9213574906125,829.8769472646364
.SOX,2012-03-09,422.85,14.78247,14.45411,12.20168,14.029471557377049,LSEG,28.604827204114063,30.140123116587016,429.0724080617109,572.0965440822813,715.1206801028516,858.1448161234218,1001.1689521439922,1144.1930881645626,452.10184674880526,602.8024623317403,753.5030779146754,904.2036934976105,1054.9043090805455,1205.6049246634807,205.99826584249192,447.8381107281248,689.6779556137577,931.5178004993904,1173.3576453850235,265.3501048160248,405.9324596568589,546.514814497693,687.0971693385271,827.6795241793612
.SOX,2012-03-16,435.41,15.03151,14.8728,12.52385,14.385039890710384,LSEG,28.966484405093034,30.268251135068486,434.49726607639553,579.3296881018607,724.1621101273258,868.9945321527911,1013.8269541782562,1158.6593762037214,454.02376702602726,605.3650227013698,756.7062783767121,908.0475340520545,1059.388789727397,1210.7300454027395,208.6027477958177,453.5002277009674,698.3977076061171,943.2951875112667,1188.1926674164165,266.4781288457347,407.65811026193285,548.838091678131,690.0180730943291,831.1980545105272
.SOX,2012-03-23,435.68,14.59364,14.85364,12.51531,14.323362978142075,LSEG,29.85410082748375,30.41743762724313,447.81151241225626,597.082016549675,746.3525206870938,895.6230248245125,1044.8935289619312,1194.16403309935,456.26156440864696,608.3487525448627,760.4359406810783,912.5231288172939,1064.6103169535097,1216.6975050897254,214.99493616462235,467.3967794549156,719.7986227452088,972.200466035502,1224.6023093257954,267.7915492051191,409.66738008083104,551.5432109565429,693.4190418322548,835.2948727079666
.SOX,2012-03-30,438.64,14.7413,14.97775,12.65756,14.407211475409834,LSEG,29.755855996418223,30.44586391673842,446.33783994627333,595.1171199283644,743.8963999104556,892.6756798925467,1041.4549598746378,1190.234239856729,456.68795875107634,608.9172783347684,761.1465979184605,913.3759175021527,1065.6052370858447,1217.8345566695368,214.28742394358795,465.85865516494044,717.4298863862929,969.0011176076453,1220.572348828998,268.0418109199744,410.05023032895724,552.0586497379401,694.067069146923,836.0754885559058
.SOX,2012-04-05,423.2,14.23758,14.52569,12.29559,13.940745737704916,LSEG,29.724152559634433,30.357056068771826,445.8622883945165,594.4830511926887,743.1038139908608,891.724576789033,1040.3453395872052,1188.9661023853773,455.35584103157737,607.1411213754366,758.9264017192957,910.7116820631547,1062.4969624070138,1214.2822427508731,214.05911097556665,465.36230512123876,716.6654992669108,967.9686934125829,1219.271887558255,267.2599570544388,408.85415067054095,550.4483442866431,692.0425379027453,833.6367315188473
.SOX,2012-04-13,416.43,14.07331,14.40661,12.11026,13.754095245901642,LSEG,29.590053796867974,30.27680065863185,443.8508069530196,591.8010759373594,739.7513449216993,887.7016139060393,1035.651882890379,1183.6021518747189,454.15200987947776,605.536013172637,756.9200164657963,908.3040197589555,1059.6880230521147,1211.072026345274,213.09339590991013,463.2628505033247,713.4323050967394,963.6017596901538,1213.7712142835685,266.5533978472876,407.7732567434368,548.993115639586,690.2129745357352,831.4328334318844
.SOX,2012-04-20,405.17,14.13291,14.24018,11.9132,13.534456557377048,LSEG,28.66854738337681,29.936185341638954,430.0282107506522,573.3709476675363,716.7136845844203,860.0564215013044,1003.3991584181884,1146.7418953350725,449.0427801245843,598.723706832779,748.4046335409738,898.0855602491686,1047.7664869573634,1197.447413665558,206.45714805609992,448.83571593974386,691.2142838233877,933.5928517070316,1175.9714195906756,263.5546605920881,403.18578996737597,542.8169193426637,682.4480487179516,822.0791780932394
.SOX,2012-04-27,415.91,14.9457,14.50602,12.43104,13.83703737704918,LSEG,27.82807095017296,30.057734807441488,417.4210642525944,556.5614190034593,695.701773754324,834.8421285051888,973.9824832560537,1113.1228380069185,450.8660221116223,601.1546961488298,751.4433701860372,901.7320442232447,1052.020718260452,1202.3093922976595,200.40443931271082,435.677189399042,670.9499394853732,906.2226895717043,1141.4954396580356,264.6247678164772,404.8228394721952,545.0209111279132,685.2189827836313,825.4170544393493
.SOX,2012-05-04,397.94,14.43442,13.70887,11.89223,13.088432841530054,LSEG,27.56882507229248,30.40394559212028,413.5323760843872,551.3765014458496,689.220626807312,827.0647521687744,964.9088775302369,1102.7530028916992,456.0591838818042,608.0789118424057,760.098639803007,912.1183677636084,1064.1380957242097,1216.1578236848113,198.5374746605869,431.6184274517805,664.6993802429741,897.7803330341676,1130.8612858253614,267.6727669121543,409.4856669875563,551.2985670629582,693.1114671383602,834.9243672137623
.SOX,2012-05-11,394.6,14.63244,13.60559,11.7171,12.92449524590164,LSEG,26.96747774123796,30.531172977538734,404.5121661185694,539.3495548247593,674.1869435309491,809.0243322371388,943.8617209433286,1078.6991096495185,457.967594663081,610.6234595507747,763.2793244384684,915.935189326162,1068.5910542138556,1221.2469191015493,194.2068591850134,422.20371395922274,650.2005687334321,878.1974235076412,1106.1942782818508,268.7928618741313,411.1991877087176,553.6055135433039,696.0118393778902,838.4181652124764
.SOX,2012-05-18,364.48,13.87928,12.61211,10.80209,12.474778743169399,LSEG,26.26072822221326,29.217351866827467,393.91092333319887,525.2145644442652,656.5182055553315,787.8218466663977,919.1254877774641,1050.4291288885304,438.260278002412,584.3470373365493,730.4337966706867,876.520556004824,1022.6073153389614,1168.6940746730986,189.11718763184408,411.1388203627842,633.1604530937243,855.1820858246643,1077.2037185556046,257.2261350864467,393.50441476578203,529.7826944451174,666.0609741244527,802.3392538037881
.SOX,2012-05-25,372.11,14.17473,12.74493,10.94033,12.025062240437158,LSEG,26.25164641584002,30.94453837824563,393.7746962376003,525.0329283168004,656.2911603960006,787.5493924752006,918.8076245544007,1050.0658566336008,464.1680756736844,618.8907675649126,773.6134594561407,928.3361513473689,1083.058843238597,1237.7815351298252,189.05178481188454,410.9966353050256,632.9414857981668,854.8863362913078,1076.831186784449,272.4320823239154,416.76646536040204,561.1008483968888,705.4352314333754,849.7696144698621
.SOX,2012-06-01,353.17,13.5128,12.1543,10.22502,12.037080628415302,LSEG,26.135959978686873,29.34017066948029,392.0393996803031,522.7191995737375,653.3989994671718,784.0787993606062,914.7585992540405,1045.438399147475,440.10256004220435,586.8034133896058,733.5042667370072,880.2051200844087,1026.9059734318103,1173.6068267792116,188.21866649709824,409.18544465941034,630.1522228217225,851.1190009840344,1072.0857791463466,258.307417403418,395.15855992172976,532.0097024400415,668.8608449583533,805.711987476665
.SOX,2012-06-08,372.73,14.26032,12.85392,10.80539,12.049099016393443,LSEG,26.137562130443076,30.934263175435852,392.0634319566461,522.7512426088615,653.4390532610769,784.1268639132923,914.8146745655076,1045.502485217723,464.0139476315378,618.6852635087171,773.3565793858963,928.0278952630756,1082.6992111402549,1237.3705270174341,188.23020442672944,409.2105279997318,630.1908515727341,851.1711751457365,1072.1514987187388,272.34162064490914,416.6280771284127,560.9145336119162,705.2009900954198,849.4874465789233
.SOX,2012-06-15,375.15,14.32516,13.03016,10.90639,12.061117404371586,LSEG,26.18818917205811,31.104083263796586,392.82283758087164,523.7637834411622,654.7047293014527,785.6456751617433,916.5866210220338,1047.5275668823244,466.56124895694876,622.0816652759318,777.6020815949147,933.1224979138975,1088.6429142328805,1244.1633305518635,188.59479613368205,410.0031466198985,631.4114971061149,852.8198475923311,1074.2281980785476,273.8366967622853,418.9152438364173,563.9937909105493,709.0723379846812,854.1508850588132
.SOX,2012-06-22,378.65,14.45628,13.28586,11.19969,12.294074262295084,LSEG,26.192768817427442,30.79939098475177,392.8915322614116,523.8553763485488,654.819220435686,785.7830645228232,916.7469086099604,1047.7107526970976,461.99086477127656,615.9878196950355,769.9847746187943,923.9817295425531,1077.978684466312,1231.975639390071,188.627776546307,410.074845697658,631.5219148490091,852.96898400036,1074.4160531517111,271.15422171503906,414.81159483031723,558.4689679455954,702.1263410608735,845.7837141761516
.SOX,2012-06-29,385.46,14.62256,13.50774,11.42833,12.479397896174865,LSEG,26.3606372618748,30.887708141604303,395.409558928122,527.2127452374959,659.01593154687,790.819117856244,922.622304165618,1054.4254904749919,463.31562212406453,617.7541628320861,772.1927035401076,926.6312442481291,1081.0697849561507,1235.5083256641722,189.83668468614917,412.7029995569955,635.5693144278418,858.4356292986881,1081.3019441695346,271.9317555936242,416.0010657748244,560.0703759560246,704.1396861372248,848.2089963184251
.SOX,2012-07-06,376.04,14.20948,13.1817,11.17513,12.151002841530056,LSEG,26.46402261025738,30.94723990309338,396.96033915386073,529.2804522051476,661.6005652564345,793.9206783077215,926.2407913590083,1058.5609044102953,464.2085985464007,618.9447980618676,773.6809975773344,928.4171970928014,1083.1533966082682,1237.8895961237351,190.5812164509581,414.32160395429685,638.0619914576356,861.8023789609742,1085.5427664643132,272.4558662314575,416.8028499704459,561.1498337094343,705.4968174484227,849.8438011874111
.SOX,2012-07-13,357.01,13.53678,12.92966,10.84559,12.227824836065576,LSEG,26.37333250595784,29.196525529790915,395.59998758936763,527.4666501191568,659.333312648946,791.1999751787353,923.0666377085245,1054.9333002383137,437.94788294686373,583.9305105958183,729.9131382447729,875.8957658937275,1021.878393542682,1167.8610211916366,189.92810975391455,412.9017567137793,635.8754036736441,858.8490506335087,1081.8226975933735,257.0427824606393,393.2239220091271,529.4050615576149,665.5862011061026,801.7673406545904
.SOX,2012-07-20,365.01,14.55609,13.51381,11.32295,12.304646830601094,LSEG,25.076102167546367,29.66440280855821,376.1415325131955,501.52204335092733,626.9025541886592,752.283065026391,877.6635758641228,1003.0440867018547,444.96604212837315,593.2880561711643,741.6100702139553,889.9320842567463,1038.2540982995374,1186.5761123423285,180.58607813791517,392.5922760870323,604.5984740361494,816.6046719852665,1028.6108699343836,261.1619190839935,399.52537518677,537.8888312895465,676.2522873923231,814.6157434950995
.SOX,2012-07-27,384.23,15.86341,14.47001,12.21086,13.17994893442623,LSEG,24.221147912081957,29.152616744696584,363.31721868122935,484.42295824163915,605.5286978020489,726.6344373624587,847.7401769228685,968.8459164832783,437.2892511704488,583.0523348939316,728.8154186174146,874.5785023408976,1020.3415860643804,1166.1046697878633,174.42910705245458,379.207084287269,583.9850615220836,788.7630387568979,993.5410159917125,256.65621467251,392.63255079723984,528.6088869219698,664.5852230466996,800.5615591714295
.SOX,2012-08-03,390.1,16.2039,14.68447,12.30512,13.280263442622951,LSEG,24.074451212362455,29.374417283619213,361.1167681854368,481.48902424724906,601.8612803090614,722.2335363708736,842.6057924326859,962.9780484944981,440.6162592542882,587.4883456723843,734.3604320904803,881.2325185085764,1028.1046049266724,1174.9766913447686,173.37266767837968,376.9103959561826,580.4481242339855,783.9858525117884,987.5235807895913,258.6089205730038,395.6197993220652,532.6306780711267,669.641556820188,806.6524355692495
.SOX,2012-08-10,405.96,16.91254,15.09341,12.83012,13.714410901639344,LSEG,24.003490900834528,29.60097979501794,360.0523635125179,480.06981801669053,600.0872725208632,720.1047270250358,840.1221815292084,960.1396360333811,444.01469692526905,592.0195959003588,740.0244948754485,888.0293938505381,1036.0342928256277,1184.0391918007176,172.86164549970724,375.79943899690494,578.7372324941026,781.6750259913002,984.6128194884981,260.60355032001866,398.67118292665,536.7388155332814,674.8064481399127,812.8740807465441
.SOX,2012-08-17,405.14,17.30976,15.27229,13.14483,13.935361584699454,LSEG,23.40529273658329,29.072801415130105,351.07939104874936,468.10585473166583,585.1323184145823,702.1587820974987,819.1852457804152,936.2117094633317,436.09202122695154,581.4560283026021,726.8200353782527,872.1840424539031,1017.5480495295536,1162.9120566052043,168.55370881522364,366.43402896286784,564.3143491105121,762.1946692581562,960.0749894058006,255.95352988305282,391.5575839524159,527.1616380217789,662.765692091142,798.3697461605051
.SOX,2012-08-24,398.95,17.13471,15.29845,12.96062,13.78460926229508,LSEG,23.283148649729117,28.941698122067518,349.24722974593675,465.66297299458233,582.078716243228,698.4944594918735,814.9102027405191,931.3259459891647,434.12547183101276,578.8339624413503,723.542453051688,868.2509436620255,1012.9594342723631,1157.6679248827006,167.67408560004634,364.52173714222306,561.3693886843998,758.2170402265765,955.0646917687533,254.7993118852923,389.79186182791926,524.7844117705463,659.7769617131733,794.7695116558002
.SOX,2012-08-31,396.18,17.05297,15.21153,12.87986,13.657083333333334,LSEG,23.23231671667751,29.00912225035848,348.4847507501626,464.64633433355016,580.8079179169378,696.9695015003252,813.1310850837128,929.2926686671003,435.1368337553772,580.1824450071696,725.228056258962,870.2736675107544,1015.3192787625468,1160.3648900143392,167.30801836309595,363.7259107350208,560.1438031069457,756.5616954788705,952.9795878507955,255.39290599371483,390.69994180262603,526.0069776115373,661.3140134204485,796.6210492293598
.SOX,2012-09-07,401.23,17.32833,15.42296,13.13438,13.853469344262296,LSEG,23.154568270571946,28.962420172834022,347.3185240585792,463.0913654114389,578.8642067642986,694.6370481171584,810.4098894700181,926.1827308228778,434.43630259251034,579.2484034566804,724.0605043208506,868.8726051850207,1013.6847060491908,1158.4968069133608,166.7481112902299,362.50867851867116,558.2692457471124,754.0298129755537,949.790380203995,254.9817463870236,390.0709500388149,525.1601536906061,660.2493573423974,795.3385609941887
.SOX,2012-09-14,406.58,17.4475,15.73686,13.40121,14.090418196721313,LSEG,23.303052013182402,28.855069759008767,349.545780197736,466.061040263648,582.57630032956,699.091560395472,815.606820461384,932.122080527296,432.8260463851315,577.1013951801754,721.3767439752191,865.652092770263,1009.9274415653068,1154.2027903603507,167.81742009133876,364.83334485173486,561.8492696121309,758.865194372527,955.8811191329231,254.0366459489667,388.6251358541579,523.2136257593492,657.8021156645405,792.3906055697316
.SOX,2012-09-21,395.16,16.91265,15.15122,12.94447,13.553436530054643,LSEG,23.364759514328036,29.155705206110326,350.4713927149205,467.2951902865607,584.1189878582009,700.942785429841,817.7665830014812,934.5903805731214,437.3355780916549,583.1141041222065,728.8926301527581,874.6711561833098,1020.4496822138615,1166.228208244413,168.26180796107724,365.79943950889253,563.3370710567078,760.8747026045231,958.4123341523384,256.6834051241444,392.6741467367583,528.6648883493722,664.6556299619862,800.6463715746
.SOX,2012-09-28,382.27,16.39341,14.25476,12.23377,12.752822076502731,LSEG,23.318516403847642,29.975326065619488,349.77774605771464,466.37032807695283,582.9629100961911,699.5554921154293,816.1480741346675,932.7406561539057,449.62989098429233,599.5065213123897,749.3831516404872,899.2597819685847,1049.136412296682,1199.0130426247795,167.9287872265645,365.07545585802285,562.2221244894812,759.3687931209395,956.5154617523979,263.8992509300451,403.7129440966643,543.5266372632835,683.3403304299027,823.1540235965218
.SOX,2012-10-05,383.28,16.46599,14.35882,12.46397,12.914385163934426,LSEG,23.277069887689713,29.67853251507267,349.1560483153457,465.5413977537943,581.9267471922428,698.3120966306914,814.6974460691399,931.0827955075886,445.17798772609007,593.5706503014534,741.9633128768168,890.3559754521801,1038.7486380275434,1187.1413006029068,167.630309267134,364.42656784482205,561.2228264225101,758.0190850001981,954.8153435778862,261.28631536101364,399.71567655008755,538.1450377391615,676.5743989282354,815.0037601173092
.SOX,2012-10-12,366.71,15.84856,13.7555,12.02633,12.404290655737704,LSEG,23.138379764470713,29.563157634521836,347.0756964670607,462.76759528941426,578.4594941117679,694.1513929341214,809.843291756475,925.5351905788285,443.44736451782757,591.2631526904368,739.0789408630459,886.8947290356551,1034.7105172082643,1182.5263053808735,166.631529422434,362.25523073742244,557.8789320524108,753.5026333673991,949.1263346823877,260.2705684601507,398.16178744142485,536.053006422699,673.9442254039732,811.8354443852473
.SOX,2012-10-19,364.92,16.21555,13.96488,12.34204,12.665721202185791,LSEG,22.50432455266704,28.81162423952801,337.5648682900056,450.0864910533408,562.608113816676,675.1297365800112,787.6513593433464,900.1729821066816,432.1743635929202,576.2324847905602,720.2906059882002,864.3487271858404,1008.4068483834805,1152.4649695811204,162.06536745445803,352.32844159357336,542.5915157326887,732.8545898718039,923.1176640109193,253.65415669690188,388.04000398473346,522.4258512725651,656.8116985603966,791.1975458482282
.SOX,2012-10-26,367.28,15.84916,14.37349,12.96211,13.216621147540982,LSEG,23.173467868328668,27.789250815314038,347.60201802493003,463.4693573665734,579.3366967082167,695.2040360498601,811.0713753915034,926.9387147331468,416.83876222971054,555.7850163062808,694.731270382851,833.6775244594211,972.6237785359913,1111.5700326125616,166.8842171417082,362.8045712395919,558.7249253374755,754.6452794353592,950.5656335332429,244.65330111887675,374.2704995545877,503.8876979902986,633.5048964260095,763.1220948617205
.SOX,2012-11-02,372.31,15.96511,14.50371,13.1764,13.390365273224042,LSEG,23.320227671466093,27.804319927290358,349.80341507199137,466.4045534293218,583.0056917866523,699.6068301439827,816.2079685013132,932.8091068586436,417.0647989093554,556.0863985458071,695.1079981822589,834.1295978187107,973.1511974551626,1112.1727970916143,167.9411109563769,365.1022475198542,562.2633840833315,759.4245206468088,956.5856572102862,244.78596781127658,374.4734529952797,504.1609381792828,633.848423363286,763.5359085472891
.SOX,2012-11-09,369.7,15.64398,14.44267,13.12889,13.315547267759564,LSEG,23.632093623233985,27.76453664019809,354.4814043485098,472.6418724646797,590.8023405808497,708.9628086970196,827.1232768131895,945.2837449293594,416.46804960297135,555.2907328039619,694.1134160049523,832.9360992059427,971.7587824069332,1110.5814656079237,170.18702017935811,369.98483106575566,569.7826419521532,769.5804528385506,969.3782637249483,244.4357204231347,373.9376447134047,503.4395690036747,632.9414932939447,762.4434175842148
.SOX,2012-11-16,356.0,16.94387,13.9795,12.81556,12.95866737704918,LSEG,21.010548357606616,27.47196063003392,315.1582253640992,420.2109671521323,525.2637089401654,630.3164507281984,735.3691925162316,840.4219343042646,412.0794094505088,549.4392126006784,686.799015750848,824.1588189010176,961.5186220511872,1098.8784252013568,151.3079067103852,328.94183260366503,506.5757584969449,684.2096843902247,861.8436102835046,241.85991558440156,369.99717973975066,498.1344438950997,626.2717080504489,754.4089722057979
.SOX,2012-11-23,369.16,17.5357,14.48897,13.3299,13.450240601092895,LSEG,21.05191124391955,27.44634917311472,315.77866865879326,421.038224878391,526.2977810979888,631.5573373175865,736.8168935371843,842.076449756782,411.6952375967208,548.9269834622944,686.158729327868,823.3904751934416,960.6222210590151,1097.8539669245888,151.60578240772483,329.5894113052761,507.5730402028273,685.5566691003785,863.5402979979298,241.63443532502396,369.6522401500087,497.67004497499346,625.6878497999783,753.705654624963
.SOX,2012-11-30,374.35,17.70187,14.67346,13.4915,13.59161136612022,LSEG,21.147483288488733,27.54272395789225,317.212249327331,422.94966576977464,528.6870822122183,634.424498654662,740.1619150971056,845.8993315395493,413.14085936838376,550.8544791578449,688.5680989473062,826.2817187367675,963.9953385262287,1101.7089583156899,152.2940465004875,331.08569036240425,509.877334224321,688.6689780862376,867.4606219481544,242.48290761372095,370.95023263936633,499.4175576650117,627.884882690657,756.3522077163025
.SOX,2012-12-07,379.46,17.92479,15.79988,13.66723,13.807075901639346,LSEG,21.16956460856724,27.48300963239768,317.5434691285086,423.3912921713448,529.239115214181,635.0869382570172,740.9347612998533,846.7825843426896,412.24514448596517,549.6601926479535,687.075240809942,824.4902889719303,961.9053371339187,1099.320385295907,152.45306559230815,331.43139623210857,510.409726871909,689.3880575117093,868.3663881515099,241.95718970382023,370.1459896397277,498.33478957563517,626.5235895115426,754.71238944745
.SOX,2012-12-14,381.03,17.88811,15.86227,13.68915,13.790087267759562,LSEG,21.300741106802224,27.630717094214944,319.5111166020334,426.0148221360445,532.5185276700556,639.0222332040668,745.5259387380778,852.029644272089,414.46075641322415,552.6143418842989,690.7679273553736,828.9215128264483,967.075098297523,1105.2286837685979,153.39773590836626,333.4850997808942,513.5724636534221,693.6598275259499,873.7471913984779,243.2575888536084,372.1353396185988,501.01309038358914,629.8908411485795,758.7685919135699
.SOX,2012-12-21,385.59,17.8677,15.82846,13.84296,13.897208633879782,LSEG,21.580281737436827,27.74585962967961,323.7042260615524,431.6056347487365,539.5070434359207,647.4084521231048,755.3098608102889,863.211269497473,416.18789444519416,554.9171925935922,693.6464907419903,832.3757888903883,971.1050870387863,1109.8343851871844,155.41085365007956,337.86159704136855,520.3123404326576,702.7630838239465,885.2138272152357,244.27129021561504,373.68609946292656,503.1009087102381,632.5157179575497,761.9305272048612
.SOX,2012-12-28,376.87,17.47499,15.48734,13.58959,13.605145327868852,LSEG,21.566249823318927,27.70054938171204,323.4937473497839,431.32499646637854,539.1562455829732,646.9874946995678,754.8187438161624,862.6499929327571,415.5082407256806,554.0109876342408,692.513734542801,831.0164814513612,969.5192283599214,1108.0219752684816,155.30980252489314,337.6419129347799,519.9740233446666,702.3061337545532,884.6382441644402,243.87238411291176,373.07585310348105,502.2793220940503,631.4827910846195,760.6862600751888
.SOX,2013-01-04,397.68,18.32356,14.34371,,14.34371,LSEG,21.70320614553067,27.725044636290054,325.5480921829601,434.06412291061343,542.5801536382668,651.0961843659202,759.6122150935735,868.1282458212269,415.8756695443508,554.5008927258011,693.1261159072513,831.7513390887016,970.3765622701519,1109.0017854516022,156.2960963651065,339.7861055968757,523.276114828645,706.766124060414,890.2561332921833,244.08803745794384,373.40575948449714,502.72348151105047,632.0412035376038,761.3589255641571
.SOX,2013-01-11,402.86,18.47567,14.52283,,14.52283,LSEG,21.804892596587838,27.739772482360532,327.0733889488176,436.09785193175674,545.122314914696,654.1467778976352,763.1712408805743,872.1957038635135,416.096587235408,554.7954496472106,693.4943120590133,832.193174470816,970.8920368826186,1109.5908992944212,157.028393485029,341.37811200205823,525.7278305190874,710.0775490361166,894.427267553146,244.21769968538064,373.6041166961685,502.99053370695634,632.3769507177442,761.7633677285321
.SOX,2013-01-18,410.64,19.07768,14.86578,,14.86578,LSEG,21.524629829203548,27.62317214434762,322.8694474380532,430.49259658407095,538.1157457300887,645.7388948761064,753.3620440221241,860.9851931681419,414.3475821652143,552.4634428869524,690.5793036086905,828.6951643304286,966.8110250521668,1104.9268857739048,155.0100752602967,336.9903089450006,518.9705426297045,700.9507763144084,882.9310099991123,243.19116400091679,372.03372291166687,500.8762818224169,629.718840733167,758.5613996439171
