Instrument,Date,Price,PE,Forward_PE,EPS,Forward_EPS,Band_10x,Band_13x,Band_16x,Band_19x,Band_22x,Band_25x,Band_fwd_10x,Band_fwd_13x,Band_fwd_16x,Band_fwd_19x,Band_fwd_22x,Band_fwd_25x,SD_minus_2,SD_minus_1,SD_mean,SD_plus_1,SD_plus_2,SD_fwd_minus_2,SD_fwd_minus_1,SD_fwd_mean,SD_fwd_plus_1,SD_fwd_plus_2
.DJI,2010-12-31,11577.50602,14.52499,13.79888,797.0749735455928,839.0178057929339,7970.749735455928,10361.974656092707,12753.199576729485,15144.424497366263,17535.649418003042,19926.87433863982,8390.178057929339,10907.231475308141,13424.284892686943,15941.338310065745,18458.391727444545,20975.44514482335,9336.390574591096,12017.997265525186,14699.603956459276,17381.210647393367,20062.817338327455,9372.633590290965,11577.61680148267,13782.600012674377,15987.583223866084,18192.566435057786
.DJI,2011-01-31,11891.93241,14.37998,12.41824,826.9783692327806,957.6181818035404,8269.783692327805,10750.718800026147,13231.653907724489,15712.589015422831,18193.524123121173,20674.459230819513,9576.181818035404,12449.036363446026,15321.890908856647,18194.745454267268,21067.59999967789,23940.454545088513,9686.658480256507,12468.869441325576,15251.080402394646,18033.291363463715,20815.502324532783,10697.513539611717,13214.184817658288,15730.85609570486,18247.527373751433,20764.198651798
.DJI,2011-02-28,12226.3392,14.77656,12.74025,827.4144455813803,959.6624242067464,8274.144455813803,10756.387792557944,13238.631129302084,15720.874466046225,18203.117802790366,20685.361139534507,9596.624242067464,12475.611514687704,15354.598787307943,18233.58605992818,21112.57333254842,23991.560605168663,9691.766380072704,12475.444436826589,15259.122493580473,18042.80055033436,20826.478607088244,10720.349687882584,13242.393343186888,15764.436998491194,18286.4806537955,20808.524309099805
.DJI,2011-03-31,12319.73243,14.95699,12.75073,823.6772525755516,966.1982043381045,8236.772525755516,10707.804283482172,13178.836041208826,15649.86779893548,18120.899556662134,20591.931314388792,9661.982043381046,12560.576656395358,15459.171269409671,18357.765882423984,21256.360495438297,24154.95510845261,9647.99145962847,12419.096443456527,15190.201427284583,17961.30641111264,20732.411394940693,10793.36062039793,13332.580651891374,15871.800683384818,18411.02071487826,20950.240746371703
.DJI,2011-05-31,12569.79015,14.71172,13.28292,854.4065649699696,946.3122679350624,8544.065649699696,11107.285344609605,13670.505039519514,16233.724734429423,18796.94442933933,21360.16412424924,9463.122679350625,12302.059483155812,15140.996286960999,17979.933090766186,20818.869894571373,23657.80669837656,10007.93358819224,12882.421481357069,15756.909374521898,18631.397267686727,21505.885160851554,10571.21563823108,13058.17437609668,15545.13311396228,18032.09185182788,20519.050589693477
.DJI,2011-06-30,12414.33659,14.06635,12.60989,882.555644499106,984.4920605968807,8825.55644499106,11473.22337848838,14120.890311985697,16768.557245483014,19416.224178980334,22063.89111247765,9844.920605968808,12798.39678775945,15751.872969550092,18705.349151340735,21658.825333131375,24612.30151492202,10337.652635360657,13306.842736616643,16276.032837872628,19245.222939128616,22214.4130403846,10997.72054039381,13585.017794611309,16172.315048828808,18759.61230304631,21346.909557263807
.DJI,2011-08-31,11613.53128,12.71756,12.505146666666667,913.1886368139799,928.7001256016189,9131.8863681398,11871.452278581739,14611.018189023678,17350.584099465617,20090.150009907557,22829.715920349496,9287.001256016189,12073.101632821046,14859.202009625902,17645.302386430758,20431.402763235616,23217.503140040473,10696.46653645192,13768.715496511983,16840.964456572045,19913.21341663211,22985.46237669217,10374.47111661105,12815.144212038274,15255.817307465499,17696.490402892723,20137.163498319947
.DJI,2011-09-30,10913.3848,12.806725,12.400403333333333,852.1604703778679,880.0830510620488,8521.60470377868,11078.086114912283,13634.567526045887,16191.04893717949,18747.530348313096,21304.011759446697,8800.830510620488,11441.079663806633,14081.32881699278,16721.577970178925,19361.827123365074,22002.07627655122,9981.624373782888,12848.555710178838,15715.487046574786,18582.418382970736,21449.349719366684,9831.371765506561,12144.276615257882,14457.181465009206,16770.08631476053,19082.99116451185
.DJI,2011-10-31,11955.01446,12.89589,12.29566,927.0406664448907,972.2954652291947,9270.406664448907,12051.52866378358,14832.650663118251,17613.772662452924,20394.894661787595,23176.016661122267,9722.954652291948,12639.841047979531,15556.727443667116,18473.6138393547,21390.500235042284,24307.38663072987,10858.719728657552,13977.57119986664,17096.42267107573,20215.274142284816,23334.125613493903,10861.472872416936,13416.716828320903,15971.96078422487,18527.20474012884,21082.448696032803
.DJI,2011-11-30,12045.68309,13.05741,12.6475,922.5170297938106,952.416136785926,9225.170297938106,11992.721387319538,14760.27247670097,17527.823566082403,20295.374655463835,23062.925744845266,9524.16136785926,12381.40977821704,15238.658188574816,18095.906598932594,20953.15500929037,23810.40341964815,10805.73294574032,13909.365504408557,17012.998063076793,20116.630621745033,23220.26318041327,10639.401707498428,13142.40173584266,15645.401764186894,18148.401792531127,20651.40182087536
.DJI,2012-01-31,12632.91005,13.9706,12.08887,904.2496421055646,1045.0033832773452,9042.496421055646,11755.24534737234,14467.994273689033,17180.743200005727,19893.49212632242,22606.241052639114,10450.033832773452,13585.043982605486,16720.054132437523,19855.06428226956,22990.074432101595,26125.08458193363,10591.761271938689,13633.936689589456,16676.112107240224,19718.28752489099,22760.46294254176,11673.690050971547,14420.014264660222,17166.3384783489,19912.662692037575,22658.986905726248
.DJI,2012-02-29,12952.06665,14.42332,12.39234,897.9948201939637,1045.1671476089261,8979.948201939638,11673.932662521529,14367.91712310342,17061.90158368531,19755.8860442672,22449.870504849092,10451.671476089261,13587.17291891604,16722.67436174282,19858.175804569597,22993.677247396376,26129.178690223154,10518.496570023071,13539.628832581238,16560.761095139405,19581.893357697576,22603.02562025574,11675.51945562121,14422.274050642956,17169.028645664705,19915.783240686455,22662.537835708197
.DJI,2012-04-30,13213.62824,14.45014,12.4478,914.4290809639215,1061.5231799996786,9144.290809639215,11887.578052530978,14630.865295422744,17374.15253831451,20117.439781206274,22860.727024098036,10615.231799996785,13799.801339995822,16984.370879994858,20168.940419993894,23353.50995999293,26538.079499991967,10710.996250034954,13787.418447798636,16863.84064556232,19940.262843326007,23016.685041089688,11858.232024449919,14647.97113848224,17437.71025251456,20227.449366546887,23017.188480579207
.DJI,2012-05-31,12393.44799,13.53731,12.50698,915.5030053976751,990.9225080714929,9155.03005397675,11901.539070169776,14648.048086362802,17394.557102555827,20141.06611874885,22887.57513494188,9909.225080714928,12881.992604929408,15854.760129143886,18827.527653358364,21800.295177572843,24773.062701787323,10723.57546565945,13803.610677308518,16883.645888957584,19963.681100606653,23043.716312255718,11069.554806109054,13673.751616717458,16277.94842732586,18882.145237934266,21486.342048542665
.DJI,2012-07-31,13008.67778,13.79191,12.56616,943.210750360175,1035.2150362561038,9432.10750360175,12261.739754682274,15091.3720057628,17921.004256843324,20750.63650792385,23580.268759004375,10352.150362561038,13457.79547132935,16563.44058009766,19669.085688865973,22774.73079763428,25880.375906402594,11048.125021845284,14221.377655629216,17394.630289413144,20567.882923197078,23741.135556981004,11564.344826768576,14284.944746290745,17005.54466581291,19726.14458533508,22446.744504857248
.DJI,2012-08-31,13090.83723,13.87075,12.57226,943.7728478993565,1041.2477335021706,9437.728478993566,12269.047022691635,15100.365566389704,17931.684110087775,20763.002653785843,23594.321197483914,10412.477335021706,13536.220535528219,16659.96373603473,19783.706936541243,22907.450137047752,26031.193337554265,11054.709047615748,14229.852751339213,17404.996455062676,20580.14015878614,23755.283862509605,11631.735840949861,14368.190008205434,17104.64417546101,19841.098342716585,22577.552509972156
.DJI,2012-09-28,13437.12686,14.02079,12.7961,958.3715938973481,1050.0954869061668,9583.71593897348,12458.830720665526,15333.94550235757,18209.060284049614,21084.17506574166,23959.2898474337,10500.954869061668,13651.241329780169,16801.52779049867,19951.81425121717,23102.10071193567,26252.38717265417,11225.708764154586,14449.967163793443,17674.2255634323,20898.483963071158,24122.742362710014,11730.573732327548,14490.280263928522,17249.986795529494,20009.69332713047,22769.39985873144
