"Date","Price","PE","Forward_PE","Source"
"2023-01-09","2800.659912109375","15.862008497263805","22.046643567748824","YFINANCE"
"2023-01-16","2794.68994140625","15.796041144813719","22.095802336469315","YFINANCE"
"2023-01-23","2945.27001953125","16.560161079767386","23.36617132364315","YFINANCE"
"2023-01-30","3082.110107421875","17.499909228965176","24.67736797824248","YFINANCE"
"2023-02-06","3011.14990234375","17.067367700064736","24.440951369291447","YFINANCE"
"2023-02-13","3005.8701171875","16.957606459238132","21.725887708319632","YFINANCE"
"2023-02-20","2935.110107421875","16.31827176060885","21.89114191097774","YFINANCE"
"2023-02-27","3028.340087890625","16.815563246923503","21.7009480895378","YFINANCE"
"2023-03-06","2923.929931640625","16.10985508033606","20.318663056930607","YFINANCE"
"2023-03-13","3083.52001953125","16.70986797233926","20.44838001076149","YFINANCE"
"2023-03-20","3121.260009765625","16.98476204089413","20.397264541524894","YFINANCE"
"2023-03-27","3230.860107421875","17.56552293363892","21.828240184111305","YFINANCE"
"2023-04-03","3071.77001953125","18.50098959956156","20.226270489348977","YFINANCE"
"2023-04-10","3070.449951171875","18.54490461405717","19.932149948219536","YFINANCE"
"2023-04-17","3021.43994140625","18.32064200875732","19.62887497768077","YFINANCE"
"2023-04-24","2994.969970703125","18.195830811628852","19.061517934223684","YFINANCE"
"2023-05-01","3007.68994140625","18.717255843460705","18.843872896131764","YFINANCE"
"2023-05-08","2972.85009765625","18.54934990230704","18.851835946997436","YFINANCE"
"2023-05-15","3203.489990234375","20.252769665809126","21.44675046738743","YFINANCE"
"2023-05-22","3545.669921875","22.208689274080257","24.798561561682416","YFINANCE"
"2023-05-29","3501.39990234375","22.169535878358307","25.223019780692354","YFINANCE"
"2023-06-05","3524.969970703125","22.239195007636496","25.471851041410858","YFINANCE"
"2023-06-12","3673.139892578125","23.389785090524818","26.96777826663844","YFINANCE"
"2023-06-19","3506.7099609375","22.365787410221245","25.929074344083922","YFINANCE"
"2023-06-26","3673.06005859375","23.45287505268526","27.144918974085833","YFINANCE"
"2023-07-03","3577.72998046875","26.232842580442718","24.448145168724142","YFINANCE"
"2023-07-10","3750.409912109375","27.33701258824484","25.456417281928246","YFINANCE"
"2023-07-17","3698.85009765625","26.696485010059646","24.7987464814301","YFINANCE"
"2023-07-24","3851.760009765625","27.961450373661837","25.781538958375954","YFINANCE"
"2023-07-31","3699.199951171875","27.45899395607433","24.60740291574905","YFINANCE"
"2023-08-07","3514.550048828125","26.589455033760828","22.992953841109838","YFINANCE"
"2023-08-14","3462.739990234375","25.86871039234861","22.704144232537143","YFINANCE"
"2023-08-21","3495.64990234375","26.454624769738984","23.351946655366632","YFINANCE"
"2023-08-28","3682.840087890625","27.401863136018573","24.024189689155783","YFINANCE"
"2023-09-04","3565.989990234375","26.158828818867644","22.803972342595358","YFINANCE"
"2023-09-11","3476.389892578125","25.476102332305523","22.01328853474613","YFINANCE"
"2023-09-18","3365.2900390625","24.851726135167006","21.432734002129788","YFINANCE"
"2023-09-25","3434.2900390625","25.36166167392622","21.9208179344691","YFINANCE"
"2023-10-02","3475.2099609375","27.725265241209563","21.340954381689656","YFINANCE"
"2023-10-09","3452.969970703125","27.836977703930877","20.929633117281128","YFINANCE"
"2023-10-16","3316.139892578125","26.701317855353203","19.820553017416632","YFINANCE"
"2023-10-23","3227.090087890625","26.19195236611362","19.072573209305265","YFINANCE"
"2023-10-30","3454.570068359375","28.365522743943874","20.524657727189766","YFINANCE"
"2023-11-06","3591.739990234375","29.931335573978576","21.687080402996838","YFINANCE"
"2023-11-13","3748.64990234375","31.860389275162564","22.48015812207143","YFINANCE"
"2023-11-20","3747.929931640625","31.939798598606675","22.70963253963462","YFINANCE"
"2023-11-27","3738.27001953125","31.335898553497458","22.235064076013202","YFINANCE"
"2023-12-04","3774.169921875","31.914862230821303","27.11988193842915","YFINANCE"
"2023-12-11","4117.0","34.83938640205059","29.240302079677765","YFINANCE"
"2023-12-18","4132.85009765625","34.49423009791365","29.27956609905073","YFINANCE"
"2023-12-25","4175.47021484375","35.90187756460833","27.271634409337622","YFINANCE"
"2024-01-01","3933.489990234375","33.4962326976548","25.850190661713274","YFINANCE"
"2024-01-08","4052.429931640625","34.730022718949655","26.743265186451513","YFINANCE"
"2024-01-15","4375.64990234375","37.530770594903395","28.90776914648763","YFINANCE"
"2024-01-22","4342.10009765625","37.40510422862845","28.58990415528496","YFINANCE"
"2024-01-29","4336.72998046875","37.35130602938579","28.742646265147293","YFINANCE"
"2024-02-05","4567.2998046875","40.68220937928963","30.725036243184327","YFINANCE"
"2024-02-12","4527.68017578125","41.46814104787023","30.27931249250576","YFINANCE"
"2024-02-19","4615.02978515625","41.746593314524894","30.95156013292275","YFINANCE"
"2024-02-26","4929.580078125","43.14287128412982","32.46680151320556","YFINANCE"
"2024-03-04","4957.77978515625","42.83953321273397","32.50782431727266","YFINANCE"
"2024-03-11","4757.7099609375","41.249341141769875","30.83094009787835","YFINANCE"
"2024-03-18","4908.259765625","41.55658739688968","32.488042594836806","YFINANCE"
"2024-03-25","4905.2099609375","38.22138693501302","31.164796945685136","YFINANCE"
"2024-04-01","4819.1298828125","37.42718656421454","31.013905971241527","YFINANCE"
"2024-04-08","4745.0498046875","36.814219824610696","30.664003448554084","YFINANCE"
"2024-04-15","4306.8701171875","33.89372155727458","27.64592855624114","YFINANCE"
"2024-04-22","4735.2900390625","37.279860790151105","30.10474474826959","YFINANCE"
"2024-04-29","4716.18994140625","37.02713314245887","28.647949573537932","YFINANCE"
"2024-05-06","4808.02978515625","37.56780639242901","29.209135423018424","YFINANCE"
"2024-05-13","4983.02001953125","39.3923189245985","30.0233944412164","YFINANCE"
"2024-05-20","5220.919921875","40.91265242756634","31.266061315607992","YFINANCE"
"2024-05-27","5123.35986328125","39.51174752749994","30.289804385404153","YFINANCE"
"2024-06-03","5287.240234375","40.46323058576914","31.019793091969085","YFINANCE"
"2024-06-10","5598.31005859375","42.44587365369453","32.932381281372216","YFINANCE"
"2024-06-17","5538.5400390625","42.168283934669276","32.36395756207577","YFINANCE"
"2024-06-24","5472.259765625","42.00286022258246","31.96947149599227","YFINANCE"
"2024-07-01","5656.31005859375","41.097928160814035","32.22253529733333","YFINANCE"
"2024-07-08","5775.18994140625","41.88943388200006","32.75300337868361","YFINANCE"
"2024-07-15","5267.16015625","38.52369386282623","29.604569152723794","YFINANCE"
"2024-07-22","5103.1298828125","37.420504708161154","28.42534044256612","YFINANCE"
"2024-07-29","4607.759765625","33.410418599415216","25.064412095438126","YFINANCE"
"2024-08-05","4709.4501953125","35.03207548905722","25.535257783407722","YFINANCE"
"2024-08-12","5170.25","37.96893689396168","27.90921579685786","YFINANCE"
"2024-08-19","5228.64990234375","38.045527107417634","27.728401609642674","YFINANCE"
"2024-08-26","5158.81982421875","38.36008058308354","27.34546976501907","YFINANCE"
"2024-09-02","4528.22021484375","33.18239146829375","23.62997559903581","YFINANCE"
"2024-09-09","4980.490234375","35.81536956432747","25.414747297313458","YFINANCE"
"2024-09-16","5000.06005859375","36.26222299602034","25.751377680856038","YFINANCE"
"2024-09-23","5217.22998046875","37.643374445438404","27.251437326052564","YFINANCE"
"2024-09-30","5206.83984375","34.9140557303216","25.99201654787263","YFINANCE"
"2024-10-07","5335.93994140625","35.80298396500572","26.89830624240728","YFINANCE"
"2024-10-14","5208.6201171875","34.469179730853575","26.14874101957235","YFINANCE"
"2024-10-21","5212.830078125","34.39294442160454","26.013451300462734","YFINANCE"
"2024-10-28","5001.43017578125","33.32168594408469","24.942773930053846","YFINANCE"
"2024-11-04","5290.52001953125","36.85180874166833","26.584311604662666","YFINANCE"
"2024-11-11","4833.58984375","33.64473744530658","23.8967204609237","YFINANCE"
"2024-11-18","4955.7998046875","34.603918458286756","24.710656707855968","YFINANCE"
"2024-11-25","4926.56005859375","34.186327995399736","24.244574693560686","YFINANCE"
"2024-12-02","5061.2998046875","34.94471959565613","24.756626087065964","YFINANCE"
"2024-12-09","5149.77978515625","35.15783810335113","24.78083294280658","YFINANCE"
"2024-12-16","4964.91015625","33.74919267525759","23.48490976871137","YFINANCE"
"2024-12-23","5122.97021484375","31.72291633844203","22.843111890180026","YFINANCE"
"2024-12-30","5163.64990234375","32.041481753589416","23.14808452452466","YFINANCE"
"2025-01-06","5037.47021484375","31.78337466791147","23.71320534649394","YFINANCE"
"2025-01-13","5309.740234375","33.64425439655542","25.174529701922143","YFINANCE"
"2025-01-20","5341.93994140625","33.42057080853555","24.988195301605916","YFINANCE"
"2025-01-27","5015.85009765625","31.653354738289963","23.31633753896672","YFINANCE"
"2025-02-03","5009.33984375","32.22046028553123","23.17676538017104","YFINANCE"
"2025-02-10","5160.93994140625","32.717170719168216","23.712130770011854","YFINANCE"
"2025-02-17","5136.58984375","33.38956717950062","23.70081185661616","YFINANCE"
"2025-02-24","4766.75","30.947339625922215","21.93405435577674","YFINANCE"
"2025-03-03","4629.58984375","29.99866930853897","20.90987420310407","YFINANCE"
"2025-03-10","4598.7900390625","29.350272032084597","20.8887087672096","YFINANCE"
"2025-03-17","4557.9501953125","29.010097792335582","20.55829526712712","YFINANCE"
"2025-03-24","4284.91015625","26.552613666876866","16.915117076898174","YFINANCE"
"2025-03-31","3597.659912109375","21.936956641107322","13.69712443170075","YFINANCE"
"2025-04-07","3990.89990234375","24.253367147983855","15.045887142775706","YFINANCE"
"2025-04-14","3832.469970703125","23.46494486066495","14.579616716014096","YFINANCE"
"2025-04-21","4251.60986328125","25.980963263559502","16.269153471889826","YFINANCE"
"2025-04-28","4397.0498046875","26.628968419432056","17.30155475905616","YFINANCE"
"2025-05-05","4466.5","26.890381828322024","17.59874713196444","YFINANCE"
"2025-05-12","4922.18994140625","29.72136083060996","19.38113019086965","YFINANCE"
"2025-05-19","4702.3798828125","28.309418779437266","18.503327492767426","YFINANCE"
"2025-05-26","4758.06005859375","28.47644567330042","18.585774081049713","YFINANCE"
"2025-06-02","5038.06005859375","30.143866219079474","19.79530250505444","YFINANCE"
"2025-06-09","5112.240234375","30.540981361819522","20.124239793924875","YFINANCE"
"2025-06-16","5211.47998046875","31.17866043824615","20.7528026080908","YFINANCE"
"2025-06-23","5544.990234375","32.96955837374369","21.82690648823999","YFINANCE"
"2025-06-30","5647.1201171875","32.67950745120619","17.16628396250711","YFINANCE"
"2025-07-07","5696.2900390625","33.034493882733365","17.412822761567885","YFINANCE"
"2025-07-14","5732.6201171875","32.70475121716568","16.835773452965014","YFINANCE"
"2025-07-21","5645.85986328125","31.886115777030838","16.418270084898342","YFINANCE"
"2025-07-28","5527.60986328125","31.452906523087098","15.703148979924293","YFINANCE"
"2025-08-04","5678.02001953125","32.1020019373355","16.674527026961922","YFINANCE"
"2025-08-11","5752.740234375","32.0628141777221","16.6044953640766","YFINANCE"
"2025-08-18","5754.4599609375","31.827672834254425","16.296707853814745","YFINANCE"
"2025-08-25","5668.93994140625","31.436303592739122","16.179453202903495","YFINANCE"
"2025-09-01","5761.39990234375","31.64231911578578","16.697386058926675","YFINANCE"
"2025-09-08","6001.740234375","33.186867092876206","18.111130901617745","YFINANCE"
"2025-09-15","6232.25","34.67448759858466","18.878764230350026","YFINANCE"
"2025-09-22","6305.0498046875","35.13187752277209","18.915676069963837","YFINANCE"
"2025-09-29","6583.740234375","35.88715934685696","16.392657907591524","YFINANCE"
"2025-10-06","6407.60009765625","34.06108219429973","15.729595283409541","YFINANCE"
"2025-10-13","6777.97998046875","36.42447001722025","17.034562580737994","YFINANCE"
"2025-10-20","6976.93994140625","37.15030989670514","17.33912626778759","YFINANCE"
"2025-10-27","7228.66015625","37.011652324718995","17.082614012868287","YFINANCE"
"2025-11-03","6947.35986328125","36.15367261358943","16.596192351388073","YFINANCE"
"2025-11-10","6811.2001953125","35.32552176056839","15.594499382184475","YFINANCE"
"2025-11-17","6406.43017578125","33.55228101954205","13.882856310241529","YFINANCE"
"2025-11-24","7025.14990234375","36.07713431206339","14.482140168590071","YFINANCE"
"2025-12-01","7294.83984375","37.740235309344655","14.846647469846825","YFINANCE"
"2025-12-08","7033.56982421875","36.506171484101664","14.11217430757579","YFINANCE"
"2025-12-15","7067.8701171875","36.603792781951725","14.033106300001867","YFINANCE"
"2025-12-22","7207.64013671875","36.234189481356715","10.739756848323562","YFINANCE"
"2025-12-29","7367.47021484375","37.184743997638854","11.2696966712968","YFINANCE"
"2026-01-05","7638.77978515625","38.81314457187488","18.852192765498945","YFINANCE"
"2026-01-12","7927.41015625","39.71718557362998","19.25485967101219","YFINANCE"
"2026-01-19","7957.93017578125","39.636257355524414","19.534117111218006","YFINANCE"
"2026-01-26","7998.47021484375","39.76467864666849","19.591022235233122","YFINANCE"
"2026-02-02","8048.6201171875","39.50222089960595","19.132163996881186","YFINANCE"
"2026-02-09","8137.85986328125","39.8029898266418","19.348399254229243","YFINANCE"
"2026-02-16","8260.419921875","40.413787120965324","19.568599299769854","YFINANCE"
"2026-02-23","8098.3701171875","39.55751000940914","18.86348155947859","YFINANCE"
"2026-03-02","7514.740234375","36.33721742485503","17.37314951808602","YFINANCE"
"2026-03-09","7646.64013671875","36.3151724509026","18.023684960238608","YFINANCE"
"2026-03-16","7670.60986328125","36.30699446709272","17.744850314754707","YFINANCE"
"2026-03-23","7457.669921875","32.466890307470926","16.456778758519036","YFINANCE"
"2026-03-30","7833.39013671875","33.766727823831424","16.961720089546937","YFINANCE"
"2026-04-06","8889.830078125","37.679336197518666","18.945223711034647","YFINANCE"
"2026-04-13","9555.8798828125","40.27483146143692","20.187852825868635","YFINANCE"
"2026-04-20","10513.66015625","43.56837455853643","21.832472910782997","YFINANCE"
"2026-04-27","10595.33984375","44.149051942098026","22.29703463574939","YFINANCE"
"2026-05-04","11775.5","48.84564393214802","25.648428662663665","YFINANCE"
"2026-05-11","11588.4599609375","47.77579153979635","25.133898876671314","YFINANCE"
"2026-05-18","12202.5400390625","49.815499243801185","25.825057167576396","YFINANCE"
"2026-05-25","12829.3798828125","50.42976415512709","27.869136473094013","YFINANCE"
"2026-06-01","12220.759765625","47.85429644364044","25.968901315516607","YFINANCE"
"2026-06-08","13371.4697265625","50.69302338469139","27.87011270022112","YFINANCE"
"2026-06-15","14341.7802734375","53.82595686685853","29.789553407586332","YFINANCE"
"2026-06-22","13203.5703125","49.18643474097844","27.429901948058326","YFINANCE"
"2026-06-29","12626.2197265625","43.24755224151194","25.80297514795748","YFINANCE"
